id,latitude,__CLASS__,title,salary_is_predicted,adref,company,location,created,longitude,salary_max,description,contract_time,salary_min,redirect_url,contract_type,category
5005137438,52.628101,Adzuna::API::Response::Job,Self-Employed Childminder (Part Time),0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNTEzNzQzOCIsInMiOiJpS2MzV1o3cjd4R0tnNk9MX3NocXRRIn0.j2twTgXzfHJLK5BahlNMj995xtO4aehoEfx0UpYH0Hk,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['UK', 'Eastern England', 'Norfolk', 'Norwich'], 'display_name': 'Norwich, Norfolk', '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:07Z,1.29935,20000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",part_time,20000.0,https://www.adzuna.co.uk/jobs/details/5005137438?utm_medium=api&utm_source=55daa0f8,,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Part time Jobs'}"
5005138616,51.062901,Adzuna::API::Response::Job,Self-Employed Childcare Provider (Full Time),0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtjM1daN3I3eEdLZzZPTF9zaHF0USIsImkiOiI1MDA1MTM4NjE2In0.rUeoJw6wwZGGZ7ZR3G9DGHJ8NNExrWXWMzyd5RDXBaU,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'South East England', 'Hampshire', 'Winchester'], 'display_name': 'Winchester, Hampshire'}",2025-01-10T11:07:14Z,-1.3165,40000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",full_time,40000.0,https://www.adzuna.co.uk/jobs/details/5005138616?utm_medium=api&utm_source=55daa0f8,,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'social-work-jobs', 'label': 'Social work Jobs'}"
5005138782,51.731098,Adzuna::API::Response::Job,Self-Employed Childcare Provider (Part Time),0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtjM1daN3I3eEdLZzZPTF9zaHF0USIsImkiOiI1MDA1MTM4NzgyIn0.iMYNxxTq9KheOyDVVq5l2ZxLLpQeuzykghkfVfyO95c,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Tiney'}","{'display_name': 'Maldon, Essex', 'area': ['UK', 'Eastern England', 'Essex', 'Maldon'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:14Z,0.674616,20000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",part_time,20000.0,https://www.adzuna.co.uk/jobs/details/5005138782?utm_medium=api&utm_source=55daa0f8,,"{'label': 'Part time Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}"
5005138459,50.4529,Adzuna::API::Response::Job,Self-Employed Childcare Provider (Full Time),0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtjM1daN3I3eEdLZzZPTF9zaHF0USIsImkiOiI1MDA1MTM4NDU5In0.xoHNkU4-gJ33y3Rd8qt0Y2k2Gl1hdTX3fTIbuxEd8AE,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Liskeard, Cornwall', 'area': ['UK', 'South West England', 'Cornwall', 'Liskeard'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:13Z,-4.46501,40000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",full_time,40000.0,https://www.adzuna.co.uk/jobs/details/5005138459?utm_medium=api&utm_source=55daa0f8,,"{'tag': 'social-work-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Social work Jobs'}"
5005137121,51.276299,Adzuna::API::Response::Job,Self-Employed Childminder (Full Time),0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNTEzNzEyMSIsInMiOiJpS2MzV1o3cjd4R0tnNk9MX3NocXRRIn0.zKyIsfPIxHXhSow2iddg2ZfmguhfgxCn-R4huNUEztU,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['UK', 'South West England', 'Somerset', 'Cheddar'], 'display_name': 'Cheddar, Somerset', '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:06Z,-2.77507,40000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",full_time,40000.0,https://www.adzuna.co.uk/jobs/details/5005137121?utm_medium=api&utm_source=55daa0f8,,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'social-work-jobs', 'label': 'Social work Jobs'}"
5005136795,52.191601,Adzuna::API::Response::Job,Self-Employed Childminder (Full Time),0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNTEzNjc5NSIsInMiOiJpS2MzV1o3cjd4R0tnNk9MX3NocXRRIn0.icW6X4ElYo-too8MamrhhfBZVnCEJULXlDhM-TRa_Hs,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['UK', 'West Midlands', 'Warwickshire', 'Stratford-Upon-Avon'], 'display_name': 'Stratford-Upon-Avon, Warwickshire', '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:04Z,-1.70699,40000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",full_time,40000.0,https://www.adzuna.co.uk/jobs/details/5005136795?utm_medium=api&utm_source=55daa0f8,,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'social-work-jobs', 'label': 'Social work Jobs'}"
5005137535,52.450199,Adzuna::API::Response::Job,Self-Employed Childminder (Part Time),0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNTEzNzUzNSIsInMiOiJpS2MzV1o3cjd4R0tnNk9MX3NocXRRIn0.OKuxNJbfASJ8i7wkTvsRoiH8CUHFVIKp9aPZz4dDtTk,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Tiney'}","{'area': ['UK', 'West Midlands', 'Halesowen'], 'display_name': 'Halesowen, West Midlands', '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:08Z,-2.05676,20000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",part_time,20000.0,https://www.adzuna.co.uk/jobs/details/5005137535?utm_medium=api&utm_source=55daa0f8,,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Part time Jobs'}"
5005139271,51.017899,Adzuna::API::Response::Job,Self-Employed Childcare Provider (Part Time),0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNTEzOTI3MSIsInMiOiJpS2MzV1o3cjd4R0tnNk9MX3NocXRRIn0.LhIv2mx2lGk34upKqIZS7Nw8O2s7y-yuPVO4CMQ47oM,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Tiney'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'South Molton, Devon', 'area': ['UK', 'South West England', 'Devon', 'South Molton']}",2025-01-10T11:07:17Z,-3.8338,20000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",part_time,20000.0,https://www.adzuna.co.uk/jobs/details/5005139271?utm_medium=api&utm_source=55daa0f8,,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Part time Jobs'}"
5005137404,,Adzuna::API::Response::Job,Self-Employed Childminder (Part Time),0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtjM1daN3I3eEdLZzZPTF9zaHF0USIsImkiOiI1MDA1MTM3NDA0In0.1dXOrSvGOF-PSBcizJknlLPBpE2UT9KE7hfRX4bnKqc,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Eastern England'], 'display_name': 'Eastern England, UK'}",2025-01-10T11:07:07Z,,20000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",part_time,20000.0,https://www.adzuna.co.uk/jobs/details/5005137404?utm_medium=api&utm_source=55daa0f8,,"{'label': 'Part time Jobs', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}"
5005139183,53.410801,Adzuna::API::Response::Job,Self-Employed Childcare Provider (Part Time),0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtjM1daN3I3eEdLZzZPTF9zaHF0USIsImkiOiI1MDA1MTM5MTgzIn0.5p6uAZkIe7FLwRfo61v6n5bt9jkR8xitbLZxSIzLe64,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Liverpool, Merseyside', 'area': ['UK', 'North West England', 'Merseyside', 'Liverpool'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:17Z,-2.97784,20000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",part_time,20000.0,https://www.adzuna.co.uk/jobs/details/5005139183?utm_medium=api&utm_source=55daa0f8,,"{'label': 'Part time Jobs', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}"
5005138438,54.005699,Adzuna::API::Response::Job,Self-Employed Childcare Provider (Full Time),0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQktXeVpKN3I3eEdLZzZPTF9zaHF0USIsImkiOiI1MDA1MTM4NDM4In0.083JxCfi2mq2AWzB254OFl0tDyEx1vBUcWTLssF_os8,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Driffield, East Riding Of Yorkshire', 'area': ['UK', 'Yorkshire And The Humber', 'East Riding Of Yorkshire', 'Driffield'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:13Z,-0.440096,40000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",full_time,40000.0,https://www.adzuna.co.uk/jobs/details/5005138438?utm_medium=api&utm_source=55daa0f8,,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'social-work-jobs', 'label': 'Social work Jobs'}"
5005137974,51.343899,Adzuna::API::Response::Job,Self-Employed Childcare Provider (Full Time),0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNTEzNzk3NCIsInMiOiJCS1d5Wko3cjd4R0tnNk9MX3NocXRRIn0.LRxRl7v-bbhlyaZZCReyNY5ZUTOg6sDhnLKqYJEerZY,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Ramsgate, Kent', 'area': ['UK', 'South East England', 'Kent', 'Ramsgate'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:10Z,1.40403,40000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",full_time,40000.0,https://www.adzuna.co.uk/jobs/details/5005137974?utm_medium=api&utm_source=55daa0f8,,"{'label': 'Social work Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'social-work-jobs'}"
5005138638,51.784375,Adzuna::API::Response::Job,Self-Employed Childcare Provider (Full Time),0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNTEzODYzOCIsInMiOiJCS1d5Wko3cjd4R0tnNk9MX3NocXRRIn0.PlK349ii0ac1RERJKu460d7LnMKxw7sgh2NQzS5kx9I,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Tiney'}","{'display_name': 'Oxfordshire, South East England', 'area': ['UK', 'South East England', 'Oxfordshire'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-01-10T11:07:14Z,-1.308003,40000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",full_time,40000.0,https://www.adzuna.co.uk/jobs/details/5005138638?utm_medium=api&utm_source=55daa0f8,,"{'label': 'Social work Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'social-work-jobs'}"
5005137752,53.449402,Adzuna::API::Response::Job,Self-Employed Childminder (Part Time),0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQktXeVpKN3I3eEdLZzZPTF9zaHF0USIsImkiOiI1MDA1MTM3NzUyIn0.GdoM5iQNaZq02vMm8U0DGXtU5uqDFJQ-zdn15awcnjM,"{'display_name': 'Tiney', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hyde, Greater Manchester', 'area': ['UK', 'North West England', 'Greater Manchester', 'Hyde']}",2025-01-10T11:07:09Z,-2.07676,20000.0,"Become a Childminder with Tiney – Unlock a Rewarding Career Have you considered a career in childminding? Read on to learn how people from all different backgrounds are choosing to become self-employed childminders with Tiney, earning a professional wage and finding a rewarding career working with children. About Tiney: Tiney is transforming the childminding profession by providing exceptional guidance, resources, and expertise to help childminders build and grow their own successful businesses…",part_time,20000.0,https://www.adzuna.co.uk/jobs/details/5005137752?utm_medium=api&utm_source=55daa0f8,,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Part time Jobs'}"
